Date,CRM,TRV,CAT,AAPL,HD,AMGN,JPM,INTC,UNH,DIS,VZ,MCD,HON,WBA,PG,GS,MMM,CVX,BA,V,JNJ,AXP,DOW,IBM,MRK,MSFT,NKE,KO,WMT,CSCO
2013-01-16,42.40999984741211,62.59209060668945,73.92945098876953,15.73056697845459,53.43379211425781,69.22592163085938,37.55532455444336,17.489925384521484,47.050331115722656,46.84554672241211,29.38831901550293,71.81211853027344,53.820091247558594,32.21625900268555,54.77595520019531,124.50022888183594,78.50342559814453,82.17475128173828,61.81862258911133,37.786781311035156,58.1664924621582,54.00343322753906,,141.22354125976562,33.13201141357422,22.694002151489258,23.401439666748047,28.93471336364746,56.898651123046875,16.464784622192383
2013-01-17,42.782501220703125,62.882083892822266,74.32552337646484,15.624578475952148,54.42950439453125,68.91394805908203,37.25052261352539,17.940818786621094,47.699180603027344,47.64555740356445,29.82727813720703,72.33238220214844,54.28788757324219,32.19172286987305,55.03663635253906,124.42964172363281,78.8895263671875,82.72994995117188,62.58366775512695,37.711307525634766,58.42293930053711,54.11033630371094,,142.00079345703125,33.295589447021484,22.870243072509766,23.29255485534668,29.08201789855957,56.602718353271484,16.402149200439453
2013-01-18,42.505001068115234,63.22175598144531,75.81671905517578,15.541274070739746,54.780921936035156,67.38691711425781,37.26655960083008,16.809633255004883,47.8394660949707,47.58191680908203,30.117549896240234,72.72652435302734,54.69115447998047,32.06904220581055,55.249942779541016,127.46517944335938,79.42036437988281,83.09043884277344,62.400726318359375,37.33153533935547,58.68739318847656,53.25511932373047,,142.60206604003906,33.47471237182617,22.870243072509766,23.20979881286621,29.229333877563477,56.89044952392578,16.45695686340332
2013-01-22,41.72249984741211,64.58047485351562,75.89437866210938,15.689539909362793,55.01521682739258,68.38032531738281,37.33072280883789,16.74634552001953,49.11963653564453,47.93646240234375,30.400745391845703,73.27040100097656,55.16700744628906,32.29806137084961,55.257835388183594,128.78880310058594,79.89494323730469,83.57353210449219,61.66893005371094,37.515506744384766,58.25465393066406,52.91659927368164,,143.78269958496094,33.646060943603516,22.786319732666016,23.29255485534668,28.787410736083984,57.20286560058594,16.33951187133789
2013-01-23,42.60499954223633,64.32366943359375,75.21867370605469,15.9767427444458,55.609291076660156,68.19967651367188,37.082069396972656,16.69888687133789,49.02317428588867,49.04555892944336,30.2945499420166,73.68820190429688,55.06216049194336,32.32258987426758,55.84239959716797,128.4446563720703,80.02364349365234,82.92462158203125,61.77702331542969,37.515506744384766,58.38286209106445,52.49789810180664,,150.1182861328125,33.35008239746094,23.172386169433594,23.122703552246094,28.787410736083984,57.12886428833008,16.143789291381836
2013-01-24,43.0724983215332,64.69645690917969,75.0245132446289,14.002690315246582,56.3539924621582,67.83025360107422,37.194374084472656,16.572315216064453,49.29499816894531,49.04555892944336,30.152956008911133,73.55421447753906,55.0379753112793,32.25715637207031,55.62909698486328,127.91519165039062,80.16841125488281,83.27793884277344,62.6335563659668,37.63581848144531,58.58320617675781,52.827510833740234,,149.89833068847656,33.49028396606445,23.189167022705078,23.458057403564453,28.771888732910156,57.3754997253418,16.45695686340332
2013-01-25,43.46500015258789,64.91187286376953,74.23233795166016,13.672592163085938,56.74726104736328,68.48702239990234,37.828041076660156,16.580228805541992,49.137176513671875,49.43647003173828,30.2095947265625,73.87738800048828,55.11054611206055,32.44527053833008,57.86470413208008,127.4739990234375,80.90838623046875,83.7826156616211,62.39238739013672,37.701847076416016,59.24039077758789,53.00569152832031,,150.30162048339844,33.84856414794922,23.39899253845215,24.19411849975586,28.725374221801758,56.726036071777344,16.558732986450195
2013-01-28,44.51750183105469,64.08338165283203,75.68467712402344,13.981864929199219,56.54643249511719,70.26860046386719,37.41094207763672,16.65142250061035,48.93549728393555,49.41828155517578,30.2803897857666,74.38189697265625,55.58641815185547,32.796958923339844,58.27548599243164,127.200439453125,80.95664978027344,83.66728210449219,61.53588104248047,36.87865447998047,58.99995803833008,52.62260055541992,,150.272216796875,33.43577194213867,23.424169540405273,23.736804962158203,28.694364547729492,57.01376724243164,16.48826789855957
2013-01-29,43.67250061035156,64.46449279785156,76.57783508300781,14.2441987991333,56.22848129272461,71.0895767211914,37.79596710205078,16.833356857299805,49.34760284423828,49.0819206237793,30.797216415405273,74.82332611083984,55.7235221862793,32.764244079589844,59.24713897705078,129.80357360839844,81.88970184326172,84.5108413696289,61.24483871459961,36.951778411865234,59.63307571411133,52.96113586425781,,149.51699829101562,34.00432586669922,23.508094787597656,23.48418617248535,29.01224136352539,57.457706451416016,16.269052505493164
2013-01-30,43.07500076293945,64.27393341064453,76.61665344238281,14.199442863464355,56.26195526123047,70.09619140625,37.80398941040039,16.904556274414062,49.17224884033203,48.900108337402344,30.875097274780273,74.62628936767578,55.38477325439453,32.60884475708008,59.31035614013672,129.84767150878906,81.07733154296875,83.96288299560547,62.02652359008789,36.56258773803711,59.3765983581543,52.854244232177734,,149.2383575439453,33.87971115112305,23.373811721801758,23.34917449951172,29.074270248413086,57.342613220214844,16.11247444152832
2013-01-31,43.032501220703125,65.00299072265625,76.41471862792969,14.15778923034668,55.99419403076172,70.16184997558594,37.73981475830078,16.64351463317871,48.409400939941406,48.98192596435547,30.875097274780273,75.114990234375,55.0379753112793,32.68244552612305,59.37354278564453,130.4741973876953,80.87622833251953,83.02555847167969,61.427791595458984,37.246612548828125,59.24039077758789,52.3909912109375,,148.90838623046875,33.685001373291016,23.038101196289062,23.540809631347656,28.87268829345703,57.507057189941406,16.104642868041992
2013-02-01,43.76499938964844,66.18775939941406,77.26903533935547,14.099666595458984,56.312156677246094,70.85150909423828,38.38151168823242,16.89664077758789,48.90043258666992,49.62738037109375,31.547683715820312,75.63524627685547,55.771907806396484,32.968711853027344,59.973899841308594,132.27432250976562,81.68861389160156,83.99893188476562,62.25934982299805,37.39994430541992,59.44874572753906,53.37092590332031,,150.45562744140625,32.579044342041016,23.440963745117188,23.38837432861328,29.105274200439453,57.950992584228516,16.308198928833008
2013-02-04,43.189998626708984,64.62190246582031,76.31375122070312,13.748432159423828,55.52561950683594,70.39173889160156,38.245155334472656,16.73843002319336,48.88288879394531,49.0001106262207,31.51935386657715,74.57108306884766,55.29604721069336,32.72335433959961,59.44462585449219,130.1741485595703,81.05317687988281,83.06161499023438,62.54206466674805,36.94941711425781,59.39265823364258,52.925514221191406,,149.43629455566406,31.81577491760254,23.029706954956055,23.37095069885254,28.95796775817871,57.243961334228516,16.300369262695312
2013-02-05,43.099998474121094,65.1604232788086,76.45357513427734,14.230834007263184,55.550716400146484,71.04029846191406,39.135501861572266,16.934326171875,50.65407180786133,49.35465621948242,31.547683715820312,74.81546020507812,56.36068344116211,33.80295181274414,59.80010986328125,132.75967407226562,81.6323013305664,83.50139617919922,63.107540130615234,37.62873840332031,59.83342742919922,54.0390739440918,,148.70306396484375,32.26750183105469,23.08007049560547,23.47112274169922,29.570470809936523,58.1811637878418,16.503929138183594
2013-02-06,42.82500076293945,65.4172592163086,75.87883758544922,14.215604782104492,55.78500747680664,71.0895767211914,38.99113082885742,16.782411575317383,50.31211471557617,49.563743591308594,31.68218421936035,74.94155883789062,56.3929443359375,33.89291763305664,60.15559768676758,133.3508758544922,82.59751892089844,83.57353210449219,63.4401741027832,37.933013916015625,60.418453216552734,53.949989318847656,,148.0255889892578,32.00269317626953,22.945783615112305,23.588722229003906,29.702272415161133,58.62512969970703,16.59004783630371
2013-02-07,42.51250076293945,65.54981994628906,74.64395904541016,14.638289451599121,55.48379898071289,69.96481323242188,38.686309814453125,16.638490676879883,50.02275466918945,49.41828155517578,31.476877212524414,74.59473419189453,56.75588607788086,33.78660202026367,60.15559768676758,132.5919952392578,82.21946716308594,82.93182373046875,64.38816833496094,37.046119689941406,60.153995513916016,55.3575439453125,,147.08303833007812,31.93260383605957,22.895421981811523,23.815200805664062,30.16744613647461,58.559356689453125,16.51958656311035
2013-02-08,42.48749923706055,65.33439636230469,75.21867370605469,14.849627494812012,56.06950378417969,71.23734283447266,39.00716018676758,16.790403366088867,50.627769470214844,49.691017150878906,31.398996353149414,74.78392791748047,56.88493347167969,33.86021041870117,59.839622497558594,133.77444458007812,82.57337951660156,83.37886047363281,63.664695739746094,37.22068405151367,60.4905891418457,55.05464172363281,,148.51158142089844,32.07278823852539,23.122032165527344,23.775999069213867,30.058916091918945,58.764892578125,16.566560745239258
2013-02-11,42.657501220703125,65.62435913085938,75.0245132446289,15.004384994506836,55.5423698425293,70.09820556640625,39.03122329711914,16.814395904541016,50.084129333496094,49.7728271484375,31.377765655517578,75.02039337158203,56.53005599975586,33.925628662109375,59.88700866699219,134.33920288085938,82.54120635986328,83.37886047363281,63.09092712402344,36.87394332885742,60.434486389160156,55.21500015258789,,147.39230346679688,32.228553771972656,23.38220977783203,24.050392150878906,29.934864044189453,58.6991081237793,16.652685165405273
2013-02-12,43.09000015258789,66.196044921875,75.50605773925781,14.628279685974121,56.32887649536133,69.7845458984375,39.416255950927734,16.94231605529785,49.987674713134766,49.954654693603516,31.462718963623047,74.96521759033203,56.79621887207031,34.31003952026367,60.021305084228516,135.98928833007812,83.21685028076172,83.99893188476562,63.1906852722168,36.984806060791016,60.747039794921875,55.41098403930664,,147.30393981933594,32.283084869384766,23.39899253845215,23.993770599365234,29.12079620361328,58.6991081237793,16.417810440063477
2013-02-13,43.07500076293945,66.27059173583984,74.85365295410156,14.600456237792969,56.43766784667969,70.11475372314453,39.04726791381836,16.990293502807617,50.18059158325195,49.9637451171875,31.51935386657715,74.09813690185547,56.6026496887207,34.14949417114258,60.479469299316406,136.35110473632812,83.24518585205078,83.94806671142578,62.58396530151367,36.58297348022461,60.634822845458984,55.321895599365234,,147.34072875976562,32.0494270324707,23.52488136291504,23.762937545776367,28.84942626953125,58.69089126586914,16.5509033203125
2013-02-14,43.6150016784668,66.56056213378906,74.61290740966797,14.587326049804688,56.345619201660156,69.93314361572266,39.48041534423828,16.974300384521484,50.02275466918945,49.89101791381836,31.384841918945312,73.75128173828125,56.53005599975586,34.46234893798828,60.65326690673828,137.59530639648438,83.18041229248047,84.07886505126953,62.7094841003418,36.86897277832031,60.75505447387695,55.53571319580078,,147.01675415039062,32.080570220947266,23.53327751159668,23.789064407348633,28.56256103515625,58.22228240966797,16.4334716796875
2013-02-15,43.75749969482422,66.60198211669922,74.25563049316406,14.386302947998047,56.496238708496094,69.0168685913086,39.207698822021484,16.886356353759766,50.25950241088867,50.55466079711914,31.434404373168945,74.01927947998047,56.546180725097656,33.87781524658203,60.46367263793945,136.76580810546875,83.54461669921875,83.5339126586914,62.79315948486328,37.344085693359375,61.035552978515625,54.95664978027344,,147.99609375,32.25971603393555,23.508094787597656,23.93279457092285,29.01224136352539,56.97267532348633,16.4334716796875
2013-02-19,43.70750045776367,66.77597045898438,74.24786376953125,14.380988121032715,56.521331787109375,69.44610595703125,39.66490173339844,16.862367630004883,49.6807975769043,50.66374588012695,31.50519561767578,73.97986602783203,57.20753860473633,34.33061981201172,61.12724685668945,139.99546813964844,84.31346130371094,84.23146057128906,62.47517013549805,37.2542610168457,61.67668914794922,55.48224639892578,,147.5101318359375,32.88279342651367,23.7365779876709,23.723737716674805,29.206064224243164,56.52873992919922,16.80143928527832
2013-02-20,42.77000045776367,66.37001037597656,72.39945220947266,14.032709121704102,55.59257507324219,69.87535095214844,38.99113082885742,16.574533462524414,48.409400939941406,49.6364631652832,31.80254554748535,74.02716827392578,56.73976516723633,34.248287200927734,60.8902702331543,136.93344116210938,83.4798812866211,83.5556869506836,62.58396530151367,36.736610412597656,61.42823791503906,55.15262985229492,,146.76632690429688,33.22547912597656,23.58425521850586,23.527748107910156,29.252586364746094,56.898651123046875,16.527416229248047
2013-02-21,42.13750076293945,66.59371185302734,71.08689880371094,13.945484161376953,53.868900299072266,70.27156066894531,38.70235824584961,16.190750122070312,48.43571090698242,49.24555587768555,31.94414520263672,74.2084732055664,56.62617492675781,34.264747619628906,60.85865783691406,133.13906860351562,83.13188171386719,83.5556869506836,63.61334228515625,37.214080810546875,61.60456085205078,54.82302474975586,,146.0447540283203,33.10086441040039,23.262693405151367,23.754226684570312,29.237075805664062,57.76190948486328,16.253393173217773
2013-02-22,42.63999938964844,67.11563110351562,71.09467315673828,14.093985557556152,54.87298583984375,71.66658782958984,39.23175811767578,16.3266658782959,47.76056671142578,49.31829071044922,32.14238357543945,75.08348083496094,56.69917678833008,34.421180725097656,60.81917190551758,135.97164916992188,83.79550170898438,84.26052856445312,64.15731811523438,37.684452056884766,61.596458435058594,55.74059295654297,,148.07717895507812,33.46692657470703,23.49117088317871,23.723737716674805,29.865089416503906,57.87701416015625,16.363006591796875
2013-02-25,40.877498626708984,65.65751647949219,69.24624633789062,13.843562126159668,53.48399353027344,73.92009735107422,38.261192321777344,16.17475128173828,46.73466873168945,48.718292236328125,32.368934631347656,75.78502655029297,55.93660354614258,33.457950592041016,59.973899841308594,130.28884887695312,82.34683990478516,82.50209045410156,62.79315948486328,36.84770584106445,61.04715347290039,55.25061798095703,,145.44094848632812,33.1164436340332,23.161144256591797,23.536457061767578,29.244836807250977,57.90987777709961,16.17510223388672
2013-02-26,40.84000015258789,66.31201171875,69.85978698730469,14.036462783813477,56.52969741821289,73.85407257080078,38.18098068237305,16.45459747314453,46.51545715332031,49.0001106262207,32.65212631225586,75.84809112548828,56.074527740478516,33.58967208862305,60.10028839111328,131.04147338867188,82.80004119873047,83.5339126586914,63.31205368041992,37.30625534057617,61.19254684448242,55.161537170410156,,146.64120483398438,33.03855895996094,23.161144256591797,23.63663673400879,29.547203063964844,58.46070098876953,16.135957717895508
2013-02-27,41.73500061035156,66.92507934570312,71.64608764648438,13.89890193939209,56.948062896728516,75.14179229736328,39.52855682373047,16.73444175720215,47.23446273803711,49.527381896972656,32.814964294433594,76.07058715820312,57.07236862182617,33.89427185058594,60.629554748535156,134.27322387695312,83.81976318359375,84.76190185546875,64.74317169189453,37.7884635925293,61.65302658081055,55.67824935913086,,148.99020385742188,33.46692657470703,23.533479690551758,23.6671142578125,29.810813903808594,58.91286849975586,16.35516929626465
2013-02-28,42.30500030517578,66.62683868408203,71.73928833007812,13.799795150756836,57.31623840332031,75.571044921875,39.239776611328125,16.6944580078125,46.86619567871094,49.62738037109375,32.94240188598633,76.20568084716797,56.86956024169922,33.704925537109375,60.179298400878906,132.5998077392578,84.16777801513672,85.1252212524414,64.35820770263672,37.49773406982422,61.483375549316406,55.3664436340332,,147.8856658935547,33.279998779296875,23.5250244140625,23.904138565063477,30.0201473236084,58.18939971923828,16.331689834594727
2013-03-01,45.5,66.85053253173828,70.95487976074219,13.458081245422363,57.759700775146484,76.4212417602539,39.23175811767578,16.814395904541016,46.92755889892578,50.30010223388672,33.07691955566406,76.03083801269531,56.829002380371094,34.017765045166016,60.4241943359375,133.28160095214844,83.98164367675781,84.94355010986328,64.67622375488281,37.365360260009766,61.96000289916992,55.56241989135742,,149.4173126220703,33.202117919921875,23.651952743530273,24.062152862548828,30.004648208618164,58.97862243652344,16.308198928833008
2013-03-04,46.47249984741211,66.70966339111328,69.70447540283203,13.13231372833252,58.81398391723633,76.54508209228516,39.384159088134766,17.00628089904785,46.75220489501953,50.727378845214844,33.353023529052734,75.54613494873047,56.5450439453125,34.38825988769531,60.57426834106445,134.74253845214844,83.5850601196289,85.37226867675781,64.5172119140625,37.70101547241211,62.363895416259766,56.02566909790039,,151.0962371826172,33.755104064941406,23.82120132446289,24.02265167236328,30.097679138183594,60.228240966796875,16.23773765563965
2013-03-05,46.442501068115234,67.48847198486328,70.06171417236328,13.479028701782227,58.964603424072266,77.13116455078125,39.69698715209961,17.198165893554688,46.91004180908203,51.34556579589844,33.763648986816406,76.13414764404297,57.34006881713867,33.523807525634766,60.8665657043457,135.43321228027344,84.53195190429688,85.6919937133789,65.83113861083984,37.887733459472656,62.735504150390625,57.121421813964844,,152.0830078125,33.685001373291016,23.990446090698242,24.09726905822754,29.9891357421875,60.606414794921875,16.61353874206543
2013-03-06,46.592498779296875,67.54679870605469,69.61902618408203,13.307701110839844,58.97296142578125,76.99082946777344,40.130130767822266,17.39006233215332,47.00648498535156,51.23647689819336,33.473392486572266,76.92878723144531,57.818729400634766,32.898128509521484,60.98505401611328,136.4690704345703,84.7019271850586,86.08438110351562,66.1826400756836,38.06975173950195,62.517391204833984,57.59357452392578,,153.44529724121094,34.0199089050293,23.770423889160156,24.272842407226562,30.252737045288086,60.326900482177734,17.005002975463867
2013-03-07,46.11750030517578,67.65509033203125,69.62679290771484,13.461522102355957,58.780517578125,76.7266845703125,40.61141586303711,17.502004623413086,47.17308044433594,51.200111389160156,33.614990234375,77.15131378173828,58.54887771606445,33.03807830810547,60.74806594848633,138.67381286621094,84.60480499267578,86.1497573852539,67.83135223388672,37.939735412597656,62.808231353759766,57.513397216796875,,154.21109008789062,33.70057678222656,23.81273651123047,24.237728118896484,30.33028793334961,60.2775764465332,17.067623138427734
2013-03-08,46.462501525878906,68.03004455566406,70.29470825195312,13.497162818908691,59.7176628112793,76.76795196533203,40.266502380371094,17.254138946533203,47.18185806274414,52.17283248901367,33.95481491088867,78.43861389160156,59.79011154174805,33.457950592041016,60.9692497253418,135.4508514404297,85.55170440673828,86.15702056884766,67.98200988769531,37.97754669189453,63.16365051269531,57.63810348510742,,154.9180145263672,33.46692657470703,23.69426727294922,24.005096435546875,30.407806396484375,60.426509857177734,17.09111976623535
2013-03-11,46.48500061035156,68.11334228515625,70.81505584716797,13.689431190490723,59.67580795288086,75.48023986816406,40.491092681884766,17.34208869934082,47.532588958740234,52.41829299926758,33.84862518310547,78.58163452148438,59.91990280151367,33.984832763671875,61.10353469848633,135.73422241210938,85.63262176513672,86.2732925415039,69.41310119628906,38.09810256958008,63.3656120300293,58.350799560546875,,154.6971435546875,34.00432586669922,23.58425521850586,23.934864044189453,30.47758674621582,60.38513946533203,17.130266189575195
2013-03-12,45.1974983215332,68.10503387451172,69.69670867919922,13.394305229187012,59.524375915527344,75.73612213134766,40.33066940307617,17.302114486694336,48.07621383666992,51.918296813964844,34.23801803588867,78.47834777832031,59.70085525512695,33.787261962890625,60.961334228515625,134.45030212402344,85.08230590820312,85.92452239990234,70.43415069580078,37.77191925048828,63.4625358581543,58.163719177246094,,155.04318237304688,35.079132080078125,23.61810874938965,23.478382110595703,30.206220626831055,60.89813995361328,16.98933982849121
2013-03-13,45.227500915527344,68.42164611816406,69.33944702148438,13.391803741455078,59.53279113769531,75.56277465820312,40.234413146972656,17.318105697631836,47.954734802246094,52.127384185791016,33.94065856933594,78.97101593017578,59.992916107177734,35.219749450683594,60.66907501220703,134.5034942626953,85.04993438720703,86.00443267822266,70.92791748046875,37.6702766418457,63.4544677734375,58.172630310058594,,156.15512084960938,35.06340408325195,23.626567840576172,24.075321197509766,30.135944366455078,60.93950271606445,16.8953857421875
2013-03-14,44.622501373291016,68.62159729003906,68.88894653320312,13.521547317504883,59.095306396484375,76.0910873413086,40.908199310302734,17.310108184814453,48.1747932434082,52.50011444091797,34.32296371459961,78.91537475585938,59.879337310791016,35.17036819458008,61.13513946533203,136.37168884277344,85.80256652832031,87.19612121582031,70.8191146850586,37.975181579589844,63.89873504638672,58.24388885498047,,158.90916442871094,34.8117561340332,23.81273651123047,24.005096435546875,30.471742630004883,60.5837287902832,16.903221130371094
2013-03-15,44.125,68.5549545288086,68.98993682861328,13.870450019836426,58.094112396240234,75.78563690185547,40.12211990356445,17.094228744506836,48.1747932434082,52.34556579589844,33.99730682373047,79.20146942138672,59.59538269042969,35.05511474609375,60.3056755065918,137.0977020263672,86.11012268066406,86.96359252929688,72.33393096923828,37.47645568847656,63.971458435058594,58.87638473510742,,158.26116943359375,34.670230865478516,23.728118896484375,24.044599533081055,30.323362350463867,59.987998962402344,17.169410705566406
2013-03-18,43.532501220703125,68.76323699951172,69.40156555175781,14.247493743896484,58.34652328491211,74.6135025024414,39.71303176879883,16.998289108276367,48.41244888305664,51.66374588012695,34.51411819458008,78.32736206054688,59.94424819946289,34.93161392211914,60.16350173950195,134.5388641357422,85.30890655517578,86.56394958496094,71.28780364990234,37.36299514770508,63.66450119018555,58.60023498535156,,157.00198364257812,34.30850601196289,23.778886795043945,23.772462844848633,30.26871109008789,59.781124114990234,16.965852737426758
2013-03-19,42.807498931884766,69.31318664550781,68.5550308227539,14.209033966064453,57.8753776550293,76.27265930175781,39.46437454223633,16.902341842651367,48.56209945678711,51.19102478027344,34.65571594238281,78.19227600097656,60.05781173706055,36.8333854675293,60.9139518737793,131.78524780273438,85.12274169921875,86.80374145507812,71.56396484375,36.87372589111328,63.70487976074219,58.021183013916016,,157.1713104248047,34.363555908203125,23.846582412719727,23.627614974975586,30.713829040527344,59.94660568237305,16.84840965270996
2013-03-20,43.127498626708984,69.85470581054688,67.52207946777344,14.13369083404541,57.95110321044922,77.63471221923828,39.400203704833984,16.934326171875,48.30682373046875,51.76375198364258,34.407928466796875,78.48628234863281,60.60137176513672,37.887168884277344,61.28523635864258,132.9274444580078,85.51123046875,87.45042419433594,71.44681549072266,37.660823822021484,64.18148803710938,58.796226501464844,,158.3642578125,34.69381332397461,23.965057373046875,24.066547393798828,31.13552474975586,60.39341354370117,16.965852737426758
2013-03-21,43.182498931884766,69.77972412109375,67.43663787841797,14.154010772705078,58.00996780395508,77.84930419921875,38.78257369995117,16.822389602661133,48.46527862548828,51.19102478027344,34.54951858520508,78.29557800292969,60.51211929321289,37.71429443359375,60.99296569824219,128.72169494628906,84.92853546142578,87.44317626953125,70.57643127441406,37.2991943359375,63.82606887817383,58.2706184387207,,156.3024444580078,34.43431854248047,23.787349700927734,23.526662826538086,31.291723251342773,60.50924301147461,16.316030502319336
2013-03-22,44.01499938964844,69.72974395751953,67.94148254394531,14.441015243530273,58.523189544677734,79.70657348632812,39.12748718261719,17.05425453186035,47.937129974365234,51.6182861328125,34.70527267456055,78.88360595703125,60.99886703491211,38.27411651611328,61.04035186767578,129.80191040039062,86.12631225585938,88.05354309082031,70.98649597167969,37.8404655456543,64.4157485961914,58.99221420288086,,156.16989135742188,34.52081298828125,23.905820846557617,26.1295223236084,31.268295288085938,61.46078872680664,16.245569229125977
